Choice_ID,Complexity,Duration,Improvement_Plan,Question_ID,Risk
sec_incident_response_develop_management_plans,Medium,Medium,https://docs.aws.amazon.com/wellarchitected/latest/framework/sec_incident_response_develop_management_plans.html,incident-response,High
ops_workload_health_define_workload_kpis,Medium,Low,https://docs.aws.amazon.com/wellarchitected/latest/framework/ops_workload_health_define_workload_kpis.html,workload-health,High
cost_evaluate_new_services_review_process,Medium,High,https://docs.aws.amazon.com/wellarchitected/latest/framework/cost_evaluate_new_services_review_process.html,evaluate-new-services,High
ops_dev_integ_code_quality,Medium,High,https://docs.aws.amazon.com/wellarchitected/latest/framework/ops_dev_integ_code_quality.html,dev-integ,Medium
cost_select_service_thorough_analysis,High,Medium,https://docs.aws.amazon.com/wellarchitected/latest/framework/cost_select_service_thorough_analysis.html,select-service,Medium
rel_planning_network_topology_ha_conn_users,Medium,Medium,https://docs.aws.amazon.com/wellarchitected/latest/framework/rel_planning_network_topology_ha_conn_users.html,planning-network-topology,High
rel_manage_service_limits_suff_buffer_limits,Medium,Medium,https://docs.aws.amazon.com/wellarchitected/latest/framework/rel_manage_service_limits_suff_buffer_limits.html,manage-service-limits,Medium
ops_evolve_ops_metrics_review,Medium,High,https://docs.aws.amazon.com/wellarchitected/latest/framework/ops_evolve_ops_metrics_review.html,evolve-ops,Medium
sec_permissions_define_guardrails,Medium,Medium,https://docs.aws.amazon.com/wellarchitected/latest/framework/sec_permissions_define_guardrails.html,permissions,Medium
ops_event_response_event_incident_problem_process,Medium,High,https://docs.aws.amazon.com/wellarchitected/latest/framework/ops_event_response_event_incident_problem_process.html,event-response,High
perf_monitor_instances_post_launch_review_metrics_collected,Low,Low,https://docs.aws.amazon.com/wellarchitected/latest/framework/perf_monitor_instances_post_launch_review_metrics_collected.html,monitor-instances-post-launch,Medium
ops_evolve_ops_drivers_for_imp,Medium,High,https://docs.aws.amazon.com/wellarchitected/latest/framework/ops_evolve_ops_drivers_for_imp.html,evolve-ops,Medium
rel_withstand_component_failures_auto_healing_system,High,High,https://docs.aws.amazon.com/wellarchitected/latest/framework/rel_withstand_component_failures_auto_healing_system.html,withstand-component-failures,High
perf_tradeoffs_performance_critical_areas,High,Medium,https://docs.aws.amazon.com/wellarchitected/latest/framework/perf_tradeoffs_performance_critical_areas.html,tradeoffs-performance,High
perf_right_database_solution_optimize_metrics,Medium,Medium,https://docs.aws.amazon.com/wellarchitected/latest/framework/perf_right_database_solution_optimize_metrics.html,right-database-solution,Low
perf_select_network_hybrid,Medium,Medium,https://docs.aws.amazon.com/wellarchitected/latest/framework/perf_select_network_hybrid.html,select-network,High
sec_securely_operate_aws_account,Low,Low,https://docs.aws.amazon.com/wellarchitected/latest/framework/sec_securely_operate_aws_account.html,securely-operate,High
sec_securely_operate_test_validate_pipeline,Medium,Medium,https://docs.aws.amazon.com/wellarchitected/latest/framework/sec_securely_operate_test_validate_pipeline.html,securely-operate,Medium
sus_sus_hardware_a3,Medium,Low,https://docs.aws.amazon.com/wellarchitected/latest/framework/sus_sus_hardware_a3.html,sus_hardware,Medium
sec_protect_data_rest_key_mgmt,Medium,Medium,https://docs.aws.amazon.com/wellarchitected/latest/framework/sec_protect_data_rest_key_mgmt.html,protect-data-rest,High
sec_network_protection_inspection,Medium,Medium,https://docs.aws.amazon.com/wellarchitected/latest/framework/sec_network_protection_inspection.html,network-protection,Medium
perf_right_database_solution_access_patterns,Low,Low,https://docs.aws.amazon.com/wellarchitected/latest/framework/perf_right_database_solution_access_patterns.html,right-database-solution,Low
perf_compute_hardware_understand_compute_configuration_features,Low,Medium,https://docs.aws.amazon.com/wellarchitected/latest/framework/perf_compute_hardware_understand_compute_configuration_features.html,compute-hardware,Medium
cost_select_service_analyze_over_time,High,Medium,https://docs.aws.amazon.com/wellarchitected/latest/framework/cost_select_service_analyze_over_time.html,select-service,Medium
ops_evolve_ops_allocate_time_for_imp,Medium,High,https://docs.aws.amazon.com/wellarchitected/latest/framework/ops_evolve_ops_allocate_time_for_imp.html,evolve-ops,Low
cost_type_size_number_resources_metrics,High,Medium,https://docs.aws.amazon.com/wellarchitected/latest/framework/cost_type_size_number_resources_metrics.html,type-size-number-resources,Medium
perf_performing_architecture_external_guidance,Low,Low,https://docs.aws.amazon.com/wellarchitected/latest/framework/perf_performing_architecture_external_guidance.html,performing-architecture,Low
perf_process_culture_load_test,Medium,Low,https://docs.aws.amazon.com/wellarchitected/latest/framework/perf_process_culture_load_test.html,process-culture,Low
sec_identities_audit,Low,Low,https://docs.aws.amazon.com/wellarchitected/latest/framework/sec_identities_audit.html,identities,Low
rel_monitor_aws_resources_end_to_end,High,Medium,https://docs.aws.amazon.com/wellarchitected/latest/framework/rel_monitor_aws_resources_end_to_end.html,monitor-aws-resources,Medium
ops_ready_to_support_use_runbooks,Medium,Medium,https://docs.aws.amazon.com/wellarchitected/latest/framework/ops_ready_to_support_use_runbooks.html,ready-to-support,Medium
rel_backing_up_data_automated_backups_data,Medium,Low,https://docs.aws.amazon.com/wellarchitected/latest/framework/rel_backing_up_data_automated_backups_data.html,backing-up-data,Medium
perf_data_use_purpose_built_data_store,High,High,https://docs.aws.amazon.com/wellarchitected/latest/framework/perf_data_use_purpose_built_data_store.html,data-management,High
sec_securely_operate_updated_threats,Medium,High,https://docs.aws.amazon.com/wellarchitected/latest/framework/sec_securely_operate_updated_threats.html,securely-operate,High
cost_cloud_financial_management_proactive_process,Low,High,https://docs.aws.amazon.com/wellarchitected/latest/framework/cost_cloud_financial_management_proactive_process.html,cloud-financial-management,Medium
sec_detect_investigate_events_auto_response,High,Medium,https://docs.aws.amazon.com/wellarchitected/latest/framework/sec_detect_investigate_events_auto_response.html,detect-investigate-events,Low
sec_securely_operate_reduce_management_scope,Medium,Medium,https://docs.aws.amazon.com/wellarchitected/latest/framework/sec_securely_operate_reduce_management_scope.html,securely-operate,Medium
sec_appsec_regularly_assess_security_properties_of_pipelines,Medium,Medium,https://docs.aws.amazon.com/wellarchitected/latest/framework/sec_appsec_regularly_assess_security_properties_of_pipelines.html,application-security,High
